Day,Platform,Campaign Type,Campaign Name,Impressions,Clicks,Conversions,Revenue,Spend,Region,CTR,CPA,CPC,ROAS,CPM,AdCreative
10/07/23,SnapChat,Prospecting,Prospecting-SnapChat,15820,2863,37,"$6,887.20","$3,803.29",North East,18.0%,$102.79,$0.75,$1.81,$24.04,CreativeB
10/07/23,Facebook,Retargeting,Retargeting-Facebook,74220,850,49,"$1,297.45",$656.07,North West,1.0%,$13.39,$1.30,$1.98,$0.88,CreativeC
10/07/23,SnapChat,Retargeting,Retargeting-SnapChat,102511,229,136,$908.25,$691.33,Yorkshire and the Humber,0.0%,$5.08,$0.33,$1.31,$0.67,CreativeA
10/07/23,SnapChat,Retargeting,Retargeting-SnapChat,33937,2062,50,"$1,950.64","$4,585.38",West Midlands,6.0%,$91.71,$0.45,$0.43,$13.51,CreativeC
10/07/23,Instagram,Retargeting,Retargeting-Instagram,59812,680,185,"$13,878.02",$662.05,Scotland,1.0%,$3.58,$1.03,$20.96,$1.11,CreativeB
10/07/23,TikTok,Retargeting,Retargeting-TikTok,50380,463,23,"$9,486.34","$6,970.94",East Midlands,1.0%,$303.08,$0.07,$1.36,$13.84,CreativeB
10/07/23,Instagram,Prospecting,Prospecting-Instagram,39756,99,231,"$14,693.51","$3,110.26",Yorkshire and the Humber,0.0%,$13.46,$0.03,$4.72,$7.82,CreativeA
10/07/23,Facebook,Retargeting,Retargeting-Facebook,8950,707,254,"$13,703.40","$6,901.42",London,8.0%,$27.17,$0.10,$1.99,$77.11,CreativeC
10/07/23,SnapChat,Prospecting,Prospecting-SnapChat,32195,1521,239,"$7,853.63","$3,581.52",East of England,5.0%,$14.99,$0.42,$2.19,$11.12,CreativeC
11/07/23,YouTube,Prospecting,Prospecting-YouTube,77840,918,98,"$7,632.41","$3,854.73",West Midlands,1.0%,$39.33,$0.24,$1.98,$4.95,CreativeA
11/07/23,YouTube,Retargeting,Retargeting-YouTube,51009,379,219,"$11,852.44","$4,326.12",London,1.0%,$19.75,$0.09,$2.74,$8.48,CreativeC
11/07/23,Instagram,Prospecting,Prospecting-Instagram,118868,202,63,"$9,638.23","$1,069.26",London,0.0%,$16.97,$0.19,$9.01,$0.90,CreativeB
11/07/23,TikTok,Prospecting,Prospecting-TikTok,25093,2956,41,"$3,577.88","$5,561.19",East of England,12.0%,$135.64,$0.53,$0.64,$22.16,CreativeC
11/07/23,SnapChat,Retargeting,Retargeting-SnapChat,34944,1319,228,"$8,942.09","$6,695.97",South East,4.0%,$29.37,$0.20,$1.34,$19.16,CreativeC
11/07/23,TikTok,Prospecting,Prospecting-TikTok,37571,1738,191,"$12,619.63","$3,002.67",South West,5.0%,$15.72,$0.58,$4.20,$7.99,CreativeB
11/07/23,YouTube,Prospecting,Prospecting-YouTube,60530,3852,98,"$10,275.26","$3,538.93",Yorkshire and the Humber,6.0%,$36.11,$1.09,$2.90,$5.85,CreativeA
11/07/23,SnapChat,Prospecting,Prospecting-SnapChat,38492,1528,110,"$3,688.44","$5,920.43",London,4.0%,$53.82,$0.26,$0.62,$15.38,CreativeC
11/07/23,TikTok,Prospecting,Prospecting-TikTok,74292,2580,84,"$7,358.21","$3,559.73",Scotland,3.0%,$42.38,$0.72,$2.07,$4.79,CreativeC
11/07/23,Facebook,Retargeting,Retargeting-Facebook,22506,189,23,"$4,169.49",$531.12,Yorkshire and the Humber,1.0%,$23.09,$0.36,$7.85,$2.36,CreativeA
11/07/23,Instagram,Retargeting,Retargeting-Instagram,51136,525,116,"$10,448.83",$280.92,South East,1.0%,$2.42,$1.87,$37.20,$0.55,CreativeB
11/07/23,TikTok,Retargeting,Retargeting-TikTok,51797,2983,182,"$5,354.79","$6,098.50",East of England,6.0%,$33.51,$0.49,$0.88,$11.77,CreativeB
11/07/23,TikTok,Retargeting,Retargeting-TikTok,68460,2382,53,"$4,325.94","$4,395.25",North East,3.0%,$82.93,$0.54,$0.98,$6.42,CreativeA
11/07/23,Facebook,Retargeting,Retargeting-Facebook,56874,720,9,"$4,663.56","$1,096.52",South West,1.0%,$121.84,$0.66,$4.25,$1.93,CreativeC
11/07/23,YouTube,Prospecting,Prospecting-YouTube,3717,3031,184,"$4,266.01","$7,663.46",Yorkshire and the Humber,82.0%,$41.65,$0.40,$0.56,$206.17,CreativeC
11/07/23,Instagram,Prospecting,Prospecting-Instagram,30646,1309,97,"$13,195.84",$678.12,East of England,4.0%,$6.99,$1.93,$19.46,$2.21,CreativeC
11/07/23,TikTok,Prospecting,Prospecting-TikTok,38720,385,104,"$11,033.71","$8,743.31",West Midlands,1.0%,$84.07,$0.04,$1.26,$22.58,CreativeC
11/07/23,SnapChat,Prospecting,Prospecting-SnapChat,43879,879,143,"$12,398.43","$2,746.36",East of England,2.0%,$19.21,$0.32,$4.51,$6.26,CreativeA
11/07/23,TikTok,Retargeting,Retargeting-TikTok,49212,839,53,"$1,800.87","$1,516.00",West Midlands,2.0%,$28.60,$0.55,$1.19,$3.08,CreativeC
11/07/23,Instagram,Retargeting,Retargeting-Instagram,91603,922,151,"$3,050.59","$2,778.45",Yorkshire and the Humber,1.0%,$18.40,$0.33,$1.10,$3.03,CreativeA
11/07/23,TikTok,Prospecting,Prospecting-TikTok,36366,131,245,"$2,698.77","$2,305.72",South West,0.0%,$9.41,$0.06,$1.17,$6.34,CreativeB
11/07/23,Facebook,Retargeting,Retargeting-Facebook,19522,40,39,"$8,089.65","$5,439.94",South West,0.0%,$139.49,$0.01,$1.49,$27.87,CreativeA
11/07/23,TikTok,Prospecting,Prospecting-TikTok,25402,1481,45,"$3,684.41","$1,439.29",Scotland,6.0%,$31.98,$1.03,$2.56,$5.67,CreativeB
11/07/23,TikTok,Prospecting,Prospecting-TikTok,57823,760,36,"$10,086.39","$2,787.86",North East,1.0%,$77.44,$0.27,$3.62,$4.82,CreativeA
11/07/23,SnapChat,Retargeting,Retargeting-SnapChat,78415,2206,161,"$12,744.20","$6,473.80",South West,3.0%,$40.21,$0.34,$1.97,$8.26,CreativeA
11/07/23,Facebook,Retargeting,Retargeting-Facebook,11856,698,101,"$12,325.94","$2,205.40",Yorkshire and the Humber,6.0%,$21.84,$0.32,$5.59,$18.60,CreativeC
11/07/23,Facebook,Retargeting,Retargeting-Facebook,29470,1920,47,"$6,526.66","$1,605.58",Northern Ireland,7.0%,$34.16,$1.20,$4.06,$5.45,CreativeA
11/07/23,TikTok,Prospecting,Prospecting-TikTok,76395,2480,215,"$6,291.76","$4,723.87",Yorkshire and the Humber,3.0%,$21.97,$0.52,$1.33,$6.18,CreativeB
11/07/23,SnapChat,Retargeting,Retargeting-SnapChat,24176,1623,167,"$1,240.65","$1,975.31",South West,7.0%,$11.83,$0.82,$0.63,$8.17,CreativeB
11/07/23,TikTok,Prospecting,Prospecting-TikTok,13242,2630,197,"$1,898.91","$7,164.46",Northern Ireland,20.0%,$36.37,$0.37,$0.27,$54.10,CreativeC
11/07/23,TikTok,Retargeting,Retargeting-TikTok,37288,2492,27,"$8,493.28","$1,198.09",North West,7.0%,$44.37,$2.08,$7.09,$3.21,CreativeA
11/07/23,Instagram,Prospecting,Prospecting-Instagram,38648,24,29,"$2,850.83","$1,789.08",East of England,0.0%,$61.69,$0.01,$1.59,$4.63,CreativeB
11/07/23,Instagram,Retargeting,Retargeting-Instagram,87407,817,15,"$10,629.78",$116.53,Yorkshire and the Humber,1.0%,$7.77,$7.01,$91.22,$0.13,CreativeC
11/07/23,SnapChat,Prospecting,Prospecting-SnapChat,7856,781,6,"$4,583.18","$7,092.41",Wales,10.0%,"$1,182.07",$0.11,$0.65,$90.28,CreativeC
11/07/23,YouTube,Prospecting,Prospecting-YouTube,4755,2568,28,"$11,015.11","$7,809.55",North East,54.0%,$278.91,$0.33,$1.41,$164.24,CreativeC
11/07/23,Instagram,Retargeting,Retargeting-Instagram,80839,76,196,"$8,655.04",$203.49,South West,0.0%,$1.04,$0.37,$42.53,$0.25,CreativeB
11/07/23,YouTube,Prospecting,Prospecting-YouTube,40342,2631,98,"$5,729.90","$1,439.04",South West,7.0%,$14.68,$1.83,$3.98,$3.57,CreativeB
11/07/23,Facebook,Retargeting,Retargeting-Facebook,64183,1136,16,"$3,580.51","$3,857.72",Northern Ireland,2.0%,$241.11,$0.29,$0.93,$6.01,CreativeA
11/07/23,Instagram,Retargeting,Retargeting-Instagram,8545,2086,57,"$15,107.70","$4,887.60",London,24.0%,$85.75,$0.43,$3.09,$57.20,CreativeC
11/07/23,Instagram,Retargeting,Retargeting-Instagram,35165,2154,64,"$13,639.73","$5,681.49",North East,6.0%,$88.77,$0.38,$2.40,$16.16,CreativeC
11/07/23,SnapChat,Prospecting,Prospecting-SnapChat,54223,244,59,"$5,631.23",$539.36,Scotland,0.0%,$9.14,$0.45,$10.44,$0.99,CreativeB
11/07/23,YouTube,Retargeting,Retargeting-YouTube,88994,350,8,"$7,141.82",$844.11,South West,0.0%,$105.51,$0.41,$8.46,$0.95,CreativeC
11/07/23,Instagram,Prospecting,Prospecting-Instagram,79082,131,227,"$8,426.03","$3,259.11",Scotland,0.0%,$14.36,$0.04,$2.59,$4.12,CreativeB
11/07/23,Instagram,Retargeting,Retargeting-Instagram,53645,2305,115,"$15,063.99","$5,988.07",South East,4.0%,$52.07,$0.38,$2.52,$11.16,CreativeA
11/07/23,SnapChat,Retargeting,Retargeting-SnapChat,99659,3305,223,"$12,739.57","$5,769.44",North East,3.0%,$25.87,$0.57,$2.21,$5.79,CreativeC
11/07/23,SnapChat,Prospecting,Prospecting-SnapChat,50884,3289,60,"$2,445.66","$2,931.70",London,6.0%,$48.86,$1.12,$0.83,$5.76,CreativeC
11/07/23,YouTube,Prospecting,Prospecting-YouTube,35612,1781,208,"$11,049.58","$1,338.19",West Midlands,5.0%,$6.43,$1.33,$8.26,$3.76,CreativeA
11/07/23,Facebook,Retargeting,Retargeting-Facebook,37614,797,95,"$3,565.88","$3,276.79",Yorkshire and the Humber,2.0%,$34.49,$0.24,$1.09,$8.71,CreativeA
11/07/23,Facebook,Prospecting,Prospecting-Facebook,77665,1611,38,"$13,848.10","$4,446.15",Scotland,2.0%,$117.00,$0.36,$3.11,$5.72,CreativeC
11/07/23,TikTok,Retargeting,Retargeting-TikTok,21804,2920,54,"$11,909.84","$5,006.93",Yorkshire and the Humber,13.0%,$92.72,$0.58,$2.38,$22.96,CreativeB
11/07/23,Instagram,Prospecting,Prospecting-Instagram,71906,2292,272,"$3,396.33","$1,005.60",North East,3.0%,$3.70,$2.28,$3.38,$1.40,CreativeB
11/07/23,YouTube,Prospecting,Prospecting-YouTube,66736,2478,155,"$8,215.41","$1,398.61",Northern Ireland,4.0%,$9.02,$1.77,$5.87,$2.10,CreativeA
11/07/23,Instagram,Retargeting,Retargeting-Instagram,100122,35,108,"$5,155.09","$1,180.87",North East,0.0%,$10.93,$0.03,$4.37,$1.18,CreativeA
11/07/23,YouTube,Prospecting,Prospecting-YouTube,72407,2396,66,"$2,537.42","$2,834.00",London,3.0%,$42.94,$0.85,$0.90,$3.91,CreativeA
11/07/23,YouTube,Retargeting,Retargeting-YouTube,22834,558,88,"$8,385.25","$8,670.74",Scotland,2.0%,$98.53,$0.06,$0.97,$37.97,CreativeC
11/07/23,YouTube,Retargeting,Retargeting-YouTube,32325,3285,32,"$8,484.48","$2,124.03",North West,10.0%,$66.38,$1.55,$3.99,$6.57,CreativeA
11/07/23,Instagram,Prospecting,Prospecting-Instagram,105311,1301,171,"$5,748.70","$2,198.64",Wales,1.0%,$12.86,$0.59,$2.61,$2.09,CreativeC
11/07/23,SnapChat,Retargeting,Retargeting-SnapChat,33601,2063,38,"$8,749.64","$2,744.17",North West,6.0%,$72.22,$0.75,$3.19,$8.17,CreativeA
11/07/23,Instagram,Prospecting,Prospecting-Instagram,107292,840,153,"$4,858.84","$1,942.47",Yorkshire and the Humber,1.0%,$12.70,$0.43,$2.50,$1.81,CreativeA
11/07/23,YouTube,Prospecting,Prospecting-YouTube,27972,235,127,"$8,477.04",$570.64,Northern Ireland,1.0%,$4.49,$0.41,$14.86,$2.04,CreativeC
12/07/23,Instagram,Retargeting,Retargeting-Instagram,61369,1539,279,"$5,128.73",$989.44,Scotland,3.0%,$3.55,$1.56,$5.18,$1.61,CreativeB
12/07/23,SnapChat,Retargeting,Retargeting-SnapChat,107899,518,121,"$4,674.03","$2,366.39",Scotland,0.0%,$19.56,$0.22,$1.98,$2.19,CreativeA
12/07/23,Facebook,Prospecting,Prospecting-Facebook,49822,445,251,"$5,952.15",$302.10,North East,1.0%,$1.20,$1.47,$19.70,$0.61,CreativeC
12/07/23,SnapChat,Prospecting,Prospecting-SnapChat,63474,2377,50,"$8,621.58","$2,876.72",North East,4.0%,$57.53,$0.83,$3.00,$4.53,CreativeA
12/07/23,Instagram,Prospecting,Prospecting-Instagram,38982,186,45,"$15,230.05","$2,739.13",London,0.0%,$60.87,$0.07,$5.56,$7.03,CreativeB
12/07/23,Instagram,Retargeting,Retargeting-Instagram,66421,1899,90,"$4,185.64","$4,749.13",Wales,3.0%,$52.77,$0.40,$0.88,$7.15,CreativeC
12/07/23,YouTube,Prospecting,Prospecting-YouTube,27654,1221,18,"$2,573.87","$3,558.87",North East,4.0%,$197.72,$0.34,$0.72,$12.87,CreativeB
12/07/23,TikTok,Retargeting,Retargeting-TikTok,30731,1126,252,"$12,728.34","$1,795.57",Wales,4.0%,$7.13,$0.63,$7.09,$5.84,CreativeC
12/07/23,TikTok,Retargeting,Retargeting-TikTok,47276,846,12,"$1,284.76","$8,783.60",Scotland,2.0%,$731.97,$0.10,$0.15,$18.58,CreativeB
12/07/23,Instagram,Prospecting,Prospecting-Instagram,56854,1376,199,"$15,458.50","$2,594.73",South West,2.0%,$13.04,$0.53,$5.96,$4.56,CreativeB
12/07/23,YouTube,Prospecting,Prospecting-YouTube,17665,1491,9,"$9,331.09","$4,035.54",Wales,8.0%,$448.39,$0.37,$2.31,$22.84,CreativeC
12/07/23,YouTube,Prospecting,Prospecting-YouTube,63475,3593,162,"$3,290.24","$4,058.02",South West,6.0%,$25.05,$0.89,$0.81,$6.39,CreativeB
12/07/23,Facebook,Prospecting,Prospecting-Facebook,63570,1173,235,"$5,195.98","$1,140.78",South East,2.0%,$4.85,$1.03,$4.55,$1.79,CreativeA
12/07/23,TikTok,Prospecting,Prospecting-TikTok,77255,2462,42,$942.91,"$1,024.97",Wales,3.0%,$24.40,$2.40,$0.92,$1.33,CreativeC
12/07/23,Instagram,Retargeting,Retargeting-Instagram,58562,15,42,"$9,729.87","$6,328.92",Scotland,0.0%,$150.69,$0.00,$1.54,$10.81,CreativeA
12/07/23,SnapChat,Retargeting,Retargeting-SnapChat,86781,188,138,"$12,651.24","$7,998.46",North West,0.0%,$57.96,$0.02,$1.58,$9.22,CreativeC
12/07/23,TikTok,Prospecting,Prospecting-TikTok,36677,2590,18,"$1,361.48","$5,916.09",East of England,7.0%,$328.67,$0.44,$0.23,$16.13,CreativeC
12/07/23,Facebook,Prospecting,Prospecting-Facebook,29890,1682,38,"$3,514.86","$5,224.09",East of England,6.0%,$137.48,$0.32,$0.67,$17.48,CreativeC
12/07/23,YouTube,Prospecting,Prospecting-YouTube,51990,1739,32,"$7,752.48",$726.65,Yorkshire and the Humber,3.0%,$22.71,$2.39,$10.67,$1.40,CreativeC
12/07/23,Instagram,Retargeting,Retargeting-Instagram,57751,158,11,"$8,157.86","$3,448.18",Scotland,0.0%,$313.47,$0.05,$2.37,$5.97,CreativeB
12/07/23,TikTok,Retargeting,Retargeting-TikTok,71244,12,255,"$9,775.87","$6,732.16",East Midlands,0.0%,$26.40,$0.00,$1.45,$9.45,CreativeB
12/07/23,SnapChat,Retargeting,Retargeting-SnapChat,44372,322,12,"$8,447.86","$7,726.46",Wales,1.0%,$643.87,$0.04,$1.09,$17.41,CreativeC
12/07/23,Facebook,Retargeting,Retargeting-Facebook,75203,1164,25,"$3,218.53",$687.42,Wales,2.0%,$27.50,$1.69,$4.68,$0.91,CreativeA
12/07/23,Facebook,Prospecting,Prospecting-Facebook,77971,1636,12,"$12,414.57","$1,366.10",Scotland,2.0%,$113.84,$1.20,$9.09,$1.75,CreativeC
12/07/23,TikTok,Retargeting,Retargeting-TikTok,82193,93,32,"$1,663.45","$3,984.72",Yorkshire and the Humber,0.0%,$124.52,$0.02,$0.42,$4.85,CreativeC
12/07/23,SnapChat,Retargeting,Retargeting-SnapChat,24325,262,199,"$12,675.72","$3,052.80",North West,1.0%,$15.34,$0.09,$4.15,$12.55,CreativeA
12/07/23,Facebook,Prospecting,Prospecting-Facebook,76504,1539,9,"$6,117.68","$3,438.97",North East,2.0%,$382.11,$0.45,$1.78,$4.50,CreativeC
12/07/23,Instagram,Prospecting,Prospecting-Instagram,3744,221,39,"$10,613.99","$6,673.25",Yorkshire and the Humber,6.0%,$171.11,$0.03,$1.59,$178.24,CreativeA
12/07/23,Facebook,Retargeting,Retargeting-Facebook,1428,582,56,"$12,101.47",$417.61,East of England,41.0%,$7.46,$1.39,$28.98,$29.24,CreativeA
12/07/23,SnapChat,Prospecting,Prospecting-SnapChat,63718,115,232,"$2,966.95",$810.94,Scotland,0.0%,$3.50,$0.14,$3.66,$1.27,CreativeA
12/07/23,YouTube,Prospecting,Prospecting-YouTube,67473,3338,184,"$3,469.70","$1,273.92",East of England,5.0%,$6.92,$2.62,$2.72,$1.89,CreativeC
12/07/23,YouTube,Prospecting,Prospecting-YouTube,30969,3141,68,"$8,347.07","$8,085.83",East of England,10.0%,$118.91,$0.39,$1.03,$26.11,CreativeA
12/07/23,TikTok,Retargeting,Retargeting-TikTok,59612,2849,59,"$4,050.49","$2,384.64",East Midlands,5.0%,$40.42,$1.19,$1.70,$4.00,CreativeA
12/07/23,SnapChat,Retargeting,Retargeting-SnapChat,104305,1843,8,"$3,318.48","$7,281.93",Northern Ireland,2.0%,$910.24,$0.25,$0.46,$6.98,CreativeC
12/07/23,Facebook,Prospecting,Prospecting-Facebook,13838,1164,64,"$3,720.47","$5,299.60",North West,8.0%,$82.81,$0.22,$0.70,$38.30,CreativeB
12/07/23,Facebook,Prospecting,Prospecting-Facebook,19053,932,59,"$7,856.63",$905.51,East Midlands,5.0%,$15.35,$1.03,$8.68,$4.75,CreativeA
12/07/23,YouTube,Retargeting,Retargeting-YouTube,71070,998,50,"$3,795.47",$509.03,North East,1.0%,$10.18,$1.96,$7.46,$0.72,CreativeA
12/07/23,YouTube,Retargeting,Retargeting-YouTube,10529,1064,33,"$4,871.47","$4,392.23",North West,10.0%,$133.10,$0.24,$1.11,$41.72,CreativeA
12/07/23,Instagram,Prospecting,Prospecting-Instagram,27616,871,21,"$8,382.64","$2,495.68",London,3.0%,$118.84,$0.35,$3.36,$9.04,CreativeA
12/07/23,YouTube,Prospecting,Prospecting-YouTube,31089,279,53,"$1,670.52","$3,800.62",Scotland,1.0%,$71.71,$0.07,$0.44,$12.22,CreativeB
12/07/23,Instagram,Retargeting,Retargeting-Instagram,8605,486,246,"$11,427.45","$1,873.30",East of England,6.0%,$7.62,$0.26,$6.10,$21.77,CreativeC
12/07/23,Facebook,Prospecting,Prospecting-Facebook,33783,120,96,"$7,335.05","$4,192.69",East of England,0.0%,$43.67,$0.03,$1.75,$12.41,CreativeB
12/07/23,Instagram,Retargeting,Retargeting-Instagram,22649,111,90,"$15,412.88",$916.72,East of England,0.0%,$10.19,$0.12,$16.81,$4.05,CreativeA
12/07/23,Instagram,Prospecting,Prospecting-Instagram,47771,462,130,"$10,642.42","$5,977.71",Scotland,1.0%,$45.98,$0.08,$1.78,$12.51,CreativeC
12/07/23,TikTok,Retargeting,Retargeting-TikTok,54419,1915,33,"$2,825.88","$7,490.08",Wales,4.0%,$226.97,$0.26,$0.38,$13.76,CreativeA
12/07/23,YouTube,Prospecting,Prospecting-YouTube,60024,3842,121,"$9,796.15","$4,116.06",Scotland,6.0%,$34.02,$0.93,$2.38,$6.86,CreativeC
12/07/23,Instagram,Retargeting,Retargeting-Instagram,26584,1785,95,"$6,756.46",$837.27,South West,7.0%,$8.81,$2.13,$8.07,$3.15,CreativeC
12/07/23,Facebook,Prospecting,Prospecting-Facebook,23543,111,143,"$12,577.06","$2,541.01",East Midlands,0.0%,$17.77,$0.04,$4.95,$10.79,CreativeA
12/07/23,SnapChat,Prospecting,Prospecting-SnapChat,64628,1264,145,"$7,177.10","$3,058.82",North West,2.0%,$21.10,$0.41,$2.35,$4.73,CreativeC
12/07/23,Instagram,Prospecting,Prospecting-Instagram,9169,174,39,"$9,415.67",$450.65,Yorkshire and the Humber,2.0%,$11.56,$0.39,$20.89,$4.91,CreativeB
12/07/23,YouTube,Prospecting,Prospecting-YouTube,43401,1158,65,"$9,657.07","$5,189.78",South East,3.0%,$79.84,$0.22,$1.86,$11.96,CreativeA
12/07/23,TikTok,Retargeting,Retargeting-TikTok,81068,68,86,"$1,126.84",$528.85,Yorkshire and the Humber,0.0%,$6.15,$0.13,$2.13,$0.65,CreativeB
12/07/23,Facebook,Prospecting,Prospecting-Facebook,21094,1526,139,"$2,999.69","$6,054.69",East of England,7.0%,$43.56,$0.25,$0.50,$28.70,CreativeC
12/07/23,TikTok,Retargeting,Retargeting-TikTok,20453,119,206,$718.16,$904.56,West Midlands,1.0%,$4.39,$0.13,$0.79,$4.42,CreativeB
12/07/23,SnapChat,Retargeting,Retargeting-SnapChat,6245,302,122,"$10,496.99","$1,705.09",Northern Ireland,5.0%,$13.98,$0.18,$6.16,$27.30,CreativeB
12/07/23,Instagram,Prospecting,Prospecting-Instagram,7367,1082,56,"$1,241.98","$2,158.39",Yorkshire and the Humber,15.0%,$38.54,$0.50,$0.58,$29.30,CreativeC
12/07/23,Instagram,Retargeting,Retargeting-Instagram,70519,1136,171,"$9,402.53","$3,489.70",East of England,2.0%,$20.41,$0.33,$2.69,$4.95,CreativeA
12/07/23,YouTube,Prospecting,Prospecting-YouTube,25696,2649,195,"$11,322.35","$4,150.49",South West,10.0%,$21.28,$0.64,$2.73,$16.15,CreativeC
12/07/23,Instagram,Retargeting,Retargeting-Instagram,62846,32,251,"$5,908.57","$1,772.36",North West,0.0%,$7.06,$0.02,$3.33,$2.82,CreativeB
12/07/23,Facebook,Prospecting,Prospecting-Facebook,69639,1726,47,"$6,604.57","$7,767.06",North West,2.0%,$165.26,$0.22,$0.85,$11.15,CreativeC
12/07/23,SnapChat,Prospecting,Prospecting-SnapChat,85462,1842,91,"$10,877.74","$6,818.95",South West,2.0%,$74.93,$0.27,$1.60,$7.98,CreativeB
13/07/23,SnapChat,Retargeting,Retargeting-SnapChat,28078,713,30,"$4,371.74","$7,734.22",South West,3.0%,$257.81,$0.09,$0.57,$27.55,CreativeC
13/07/23,TikTok,Retargeting,Retargeting-TikTok,48244,91,107,"$10,562.46","$4,235.14",Yorkshire and the Humber,0.0%,$39.58,$0.02,$2.49,$8.78,CreativeB
13/07/23,TikTok,Retargeting,Retargeting-TikTok,81209,526,146,"$9,531.26","$4,113.63",South West,1.0%,$28.18,$0.13,$2.32,$5.07,CreativeA
13/07/23,Instagram,Prospecting,Prospecting-Instagram,117415,697,85,"$10,821.23","$3,280.74",West Midlands,1.0%,$38.60,$0.21,$3.30,$2.79,CreativeC
13/07/23,Facebook,Prospecting,Prospecting-Facebook,74800,900,88,"$2,244.09",$372.67,South East,1.0%,$4.23,$2.42,$6.02,$0.50,CreativeA
13/07/23,YouTube,Prospecting,Prospecting-YouTube,6925,3920,17,"$1,194.98",$767.78,Northern Ireland,57.0%,$45.16,$5.11,$1.56,$11.09,CreativeC
13/07/23,YouTube,Retargeting,Retargeting-YouTube,32122,798,64,"$3,580.58","$5,007.64",Yorkshire and the Humber,2.0%,$78.24,$0.16,$0.72,$15.59,CreativeB
13/07/23,Facebook,Prospecting,Prospecting-Facebook,32159,1487,48,"$6,170.12","$1,877.50",South East,5.0%,$39.11,$0.79,$3.29,$5.84,CreativeA
13/07/23,Instagram,Prospecting,Prospecting-Instagram,41707,2448,126,"$3,628.74","$1,620.93",North West,6.0%,$12.86,$1.51,$2.24,$3.89,CreativeB
13/07/23,Facebook,Retargeting,Retargeting-Facebook,20631,1793,159,"$14,385.12","$1,237.54",South East,9.0%,$7.78,$1.45,$11.62,$6.00,CreativeA
13/07/23,Facebook,Prospecting,Prospecting-Facebook,14332,89,163,"$2,880.47","$3,400.21",South West,1.0%,$20.86,$0.03,$0.85,$23.72,CreativeC
13/07/23,YouTube,Retargeting,Retargeting-YouTube,3917,1562,50,"$10,079.98","$5,107.68",North West,40.0%,$102.15,$0.31,$1.97,$130.40,CreativeB
13/07/23,Instagram,Retargeting,Retargeting-Instagram,88105,1710,231,"$6,469.73",$669.03,South West,2.0%,$2.90,$2.56,$9.67,$0.76,CreativeA
13/07/23,TikTok,Prospecting,Prospecting-TikTok,54295,2176,71,"$7,529.55","$2,258.83",Wales,4.0%,$31.81,$0.96,$3.33,$4.16,CreativeB
13/07/23,YouTube,Prospecting,Prospecting-YouTube,60602,1418,44,"$6,197.47","$4,601.60",East of England,2.0%,$104.58,$0.31,$1.35,$7.59,CreativeB
13/07/23,TikTok,Retargeting,Retargeting-TikTok,10269,226,108,"$6,954.97","$8,605.13",South East,2.0%,$79.68,$0.03,$0.81,$83.80,CreativeC
13/07/23,Instagram,Retargeting,Retargeting-Instagram,114894,792,77,"$1,402.43","$3,139.60",East of England,1.0%,$40.77,$0.25,$0.45,$2.73,CreativeA
13/07/23,Facebook,Prospecting,Prospecting-Facebook,11659,1370,79,"$3,200.16","$3,183.20",North West,12.0%,$40.29,$0.43,$1.01,$27.30,CreativeA
13/07/23,SnapChat,Prospecting,Prospecting-SnapChat,107863,2382,28,"$8,758.31","$2,092.10",Scotland,2.0%,$74.72,$1.14,$4.19,$1.94,CreativeB
13/07/23,SnapChat,Prospecting,Prospecting-SnapChat,69427,3245,7,"$2,456.68","$5,175.43",North East,5.0%,$739.35,$0.63,$0.47,$7.45,CreativeC
13/07/23,Instagram,Prospecting,Prospecting-Instagram,114716,234,18,"$1,967.39",$607.81,Scotland,0.0%,$33.77,$0.38,$3.24,$0.53,CreativeA
13/07/23,SnapChat,Prospecting,Prospecting-SnapChat,44365,3169,176,"$8,454.93","$7,003.00",East Midlands,7.0%,$39.79,$0.45,$1.21,$15.78,CreativeB
13/07/23,TikTok,Retargeting,Retargeting-TikTok,54408,743,26,"$5,317.16",$519.98,Yorkshire and the Humber,1.0%,$20.00,$1.43,$10.23,$0.96,CreativeB
13/07/23,SnapChat,Retargeting,Retargeting-SnapChat,34986,342,103,"$9,400.04",$704.51,Northern Ireland,1.0%,$6.84,$0.49,$13.34,$2.01,CreativeA
13/07/23,Instagram,Prospecting,Prospecting-Instagram,18991,591,28,"$6,700.10","$4,255.68",North East,3.0%,$151.99,$0.14,$1.57,$22.41,CreativeC
13/07/23,Instagram,Prospecting,Prospecting-Instagram,38135,2285,106,"$13,818.37","$3,423.67",London,6.0%,$32.30,$0.67,$4.04,$8.98,CreativeB
13/07/23,TikTok,Prospecting,Prospecting-TikTok,32663,1687,276,"$8,179.93",$682.44,Yorkshire and the Humber,5.0%,$2.47,$2.47,$11.99,$2.09,CreativeC
13/07/23,SnapChat,Prospecting,Prospecting-SnapChat,14968,1891,12,"$1,142.32",$411.49,Wales,13.0%,$34.29,$4.60,$2.78,$2.75,CreativeB
13/07/23,SnapChat,Prospecting,Prospecting-SnapChat,66487,1757,37,"$3,671.79",$525.35,North East,3.0%,$14.20,$3.34,$6.99,$0.79,CreativeA
13/07/23,Facebook,Retargeting,Retargeting-Facebook,37370,106,27,"$10,444.71","$1,177.81",South East,0.0%,$43.62,$0.09,$8.87,$3.15,CreativeB
